Age,Partners,Single,Children,Basic,Graduation,AdvanceEducation,Income,TotalSpendings,PlaceSpendings,WebEnrollment,MonthEnrollment,Accepting_Cmps,Recency,Complain,Response
46,1,0,2,0,1,0,54809.0,174,12,4,110,0,0,0,0
64,1,0,1,0,1,0,58113.0,758,22,7,120,0,66,1,0
65,1,0,1,0,0,1,51412.0,195,11,4,109,0,42,0,0
44,0,1,1,0,1,0,15287.0,31,6,7,123,1,60,0,1
66,1,0,0,0,0,1,66636.0,1084,17,1,113,0,64,0,0
67,1,0,1,0,0,1,50965.0,685,22,8,119,1,87,0,0
58,1,0,0,0,0,1,84618.0,1672,26,2,110,1,96,0,0
33,1,0,0,0,1,0,18351.0,43,6,7,111,0,1,0,0
66,1,0,2,0,0,1,40451.0,49,5,5,107,1,54,0,0
58,1,0,1,0,1,0,36317.0,133,9,7,116,0,53,0,0
66,1,0,1,0,1,0,42213.0,363,15,7,109,1,96,0,0
68,1,0,1,0,1,0,65748.0,545,18,1,117,0,58,1,0
51,1,0,1,0,1,0,77044.0,1065,31,4,111,1,12,0,0
54,1,0,0,0,1,0,74918.0,2047,21,3,109,1,78,0,0
51,1,0,2,0,1,0,56721.0,296,15,6,123,0,64,0,0
48,0,1,2,0,1,0,42160.0,140,11,6,115,0,26,0,1
58,0,1,1,0,1,0,61559.0,530,17,3,114,0,8,0,0
60,1,0,2,0,0,1,33629.0,152,13,9,125,0,49,0,0
32,1,0,0,0,0,1,68682.0,1598,24,2,115,0,56,0,0
60,0,1,1,0,1,0,34377.0,114,8,7,120,0,55,0,0
37,0,1,1,1,0,0,8940.0,101,10,8,125,0,25,0,0
50,1,0,1,0,1,0,26228.0,25,4,8,112,0,50,0,0
66,0,1,0,0,0,1,77297.0,789,22,4,120,1,84,0,0
42,1,0,2,0,1,0,40211.0,87,7,8,114,1,30,0,0
65,0,1,2,0,0,1,33438.0,90,11,5,112,0,81,0,0
64,1,0,1,0,0,1,75032.0,1215,20,3,117,0,74,0,0
68,0,1,0,0,0,1,61284.0,811,22,6,109,1,76,0,0
37,1,0,1,0,1,0,22518.0,61,7,5,123,1,36,0,1
48,1,0,1,0,0,1,54730.0,405,18,4,113,0,64,0,0
68,1,0,2,0,0,1,38452.0,72,9,7,106,0,62,0,0
52,0,1,2,0,1,0,44421.0,189,14,8,119,0,53,0,0
37,1,0,1,0,0,1,38197.0,40,5,5,115,0,86,0,0
45,0,1,1,0,1,0,41986.0,63,10,4,100,0,15,0,0
40,1,0,1,0,1,0,28427.0,52,7,8,118,0,67,0,0
47,1,0,1,0,0,1,37395.0,39,5,6,107,0,47,0,0
52,1,0,1,0,1,0,64722.0,805,25,6,104,0,47,0,0
67,1,0,1,0,0,1,55249.0,130,8,3,105,0,81,0,0
51,1,0,0,0,1,0,84906.0,1631,24,2,117,3,98,0,0
34,1,0,1,0,1,0,28691.0,34,5,8,117,0,56,0,0
71,0,1,2,0,1,0,44213.0,152,12,6,110,0,48,0,0
39,0,1,1,1,0,0,25707.0,21,5,7,108,0,18,0,0
56,1,0,3,0,0,1,59062.0,71,7,4,118,0,74,0,0
61,0,1,1,0,1,0,76624.0,899,23,1,104,1,68,0,0
76,1,0,0,0,0,1,66000.0,711,10,1,105,0,36,0,0
45,1,0,1,0,0,1,27683.0,351,16,8,129,0,90,0,0
52,0,1,0,0,1,0,1730.0,8,15,20,104,0,65,0,0
31,0,1,1,1,0,0,7500.0,119,11,9,130,0,63,0,0
55,1,0,2,0,1,0,40521.0,21,4,5,116,0,82,0,0
50,1,0,1,0,0,1,20427.0,10,4,8,106,0,63,0,0
48,1,0,1,0,1,0,65106.0,973,27,6,104,1,55,0,0
58,1,0,0,0,0,1,69969.0,1536,13,3,113,2,64,0,1
71,1,0,2,0,1,0,67433.0,992,28,4,114,1,51,0,0
56,1,0,1,0,0,1,77766.0,1529,34,6,119,1,97,0,1
51,1,0,1,0,1,0,74716.0,860,17,4,109,0,92,0,0
60,0,1,1,0,1,0,68118.0,928,23,6,111,0,51,0,0
53,1,0,2,0,0,1,55158.0,418,18,7,126,0,72,0,1
68,1,0,1,0,0,1,62972.0,587,16,6,130,0,39,0,1
48,1,0,1,0,1,0,74190.0,641,19,2,97,0,49,0,0
47,1,0,2,0,1,0,39356.0,23,4,6,106,1,21,0,0
54,1,0,0,0,1,0,76653.0,2279,23,2,113,2,91,0,0
50,0,1,2,0,0,1,35860.0,49,6,5,104,1,37,0,0
40,0,1,0,0,0,1,90687.0,1779,17,2,116,1,98,0,1
41,1,0,0,0,0,1,73450.0,1804,27,3,116,2,85,0,0
63,1,0,2,0,1,0,31454.0,48,8,8,115,0,40,0,0
71,0,1,2,0,1,0,47139.0,83,7,7,103,0,2,0,1
48,0,1,0,0,1,0,83829.0,1862,17,1,113,3,78,0,1
60,1,0,2,0,0,1,53378.0,793,29,8,124,0,41,0,1
53,1,0,1,0,1,0,19656.0,84,9,7,113,0,94,0,0
75,1,0,1,0,0,1,45579.0,183,10,6,113,0,10,0,0
65,0,1,0,0,0,1,85485.0,1383,19,2,103,0,73,0,0
79,1,0,0,0,1,0,55956.0,999,16,4,102,1,22,0,0
60,0,1,1,0,0,1,64191.0,825,24,3,120,0,30,0,0
51,0,1,1,0,1,0,38808.0,246,14,8,125,1,21,0,1
57,1,0,2,0,0,1,57183.0,610,25,8,118,0,51,0,0
55,0,1,1,0,0,1,23748.0,76,9,8,122,0,97,0,0
52,1,0,1,0,1,0,66303.0,1286,22,8,119,1,56,0,0
48,1,0,1,0,0,1,37368.0,30,4,6,109,1,4,0,0
59,1,0,3,0,1,0,40800.0,99,8,7,120,0,77,1,0
45,0,1,0,0,1,0,71847.0,1192,22,3,124,1,95,0,0
48,1,0,1,0,1,0,46149.0,362,18,5,110,0,36,0,0
40,1,0,0,0,1,0,78687.0,2130,19,2,124,1,13,0,1
52,0,1,0,0,0,1,49118.0,1229,28,7,125,2,90,0,1
66,1,0,2,0,0,1,37633.0,38,6,9,124,0,49,0,0
72,1,0,0,0,0,1,39767.0,485,17,8,114,0,18,0,0
72,1,0,0,1,0,0,26997.0,434,13,7,128,0,89,0,0
53,0,1,1,0,1,0,33986.0,44,5,7,118,0,43,0,0
51,1,0,1,0,0,1,57091.0,496,18,7,122,1,82,0,1
54,1,0,2,0,0,1,46831.0,78,7,4,113,0,84,0,0
51,1,0,0,0,0,1,83151.0,2346,23,2,111,3,80,0,1
52,1,0,0,0,1,0,52531.0,794,21,6,121,0,68,0,0
67,1,0,0,0,1,0,15759.0,17,4,7,116,0,12,0,0
52,0,1,1,0,1,0,22804.0,26,5,9,114,0,75,0,0
50,1,0,1,0,0,1,43050.0,76,8,5,106,0,10,0,0
46,0,1,2,0,0,1,42997.0,15,4,7,114,0,91,0,0
60,0,1,2,0,0,1,48918.0,62,7,4,97,0,21,0,0
69,1,0,1,0,0,1,60033.0,198,10,2,106,0,28,0,0
45,1,0,1,0,0,1,34043.0,49,5,9,111,0,97,0,0
57,1,0,1,0,1,0,57811.0,802,25,5,115,1,49,0,0
77,1,0,0,0,1,0,78569.0,1736,15,1,107,1,14,0,1
45,0,1,2,0,1,0,7500.0,57,10,6,121,0,5,0,0
70,1,0,0,0,1,0,94384.0,2302,18,2,117,3,62,0,1
38,1,0,0,0,0,1,23148.0,37,6,7,107,0,83,0,0
53,0,1,2,0,1,0,44267.0,310,16,9,119,0,48,0,0
44,1,0,0,0,1,0,71626.0,1305,19,3,132,1,94,0,0
57,1,0,1,0,1,0,60894.0,832,26,7,115,0,61,0,0
47,1,0,2,0,1,0,50200.0,401,19,8,118,0,70,0,0
58,1,0,0,0,0,1,81051.0,1501,23,2,104,2,43,0,0
41,1,0,0,0,1,0,65169.0,1189,28,6,108,4,23,0,1
51,1,0,1,0,1,0,59868.0,1194,32,6,114,0,37,0,0
63,1,0,1,0,0,1,65695.0,656,21,4,108,0,50,0,0
67,0,1,0,0,0,1,64857.0,1540,23,4,122,0,78,0,0
58,1,0,1,0,0,1,45143.0,311,15,7,113,0,74,0,0
68,1,0,1,0,0,1,74805.0,820,26,2,115,0,14,0,0
34,1,0,1,0,0,1,59060.0,274,14,4,98,0,77,0,0
61,0,1,2,0,0,1,27238.0,57,9,9,117,0,39,0,0
58,1,0,1,0,1,0,47009.0,448,17,4,120,0,89,0,0
50,1,0,2,0,0,1,46094.0,44,5,7,99,0,62,0,0
51,1,0,2,0,1,0,40321.0,102,8,7,114,0,59,0,0
39,1,0,1,0,1,0,37235.0,61,5,4,108,0,68,0,0
63,1,0,0,0,0,1,81843.0,1643,27,3,117,0,13,0,0
65,1,0,1,0,0,1,46692.0,397,15,6,115,0,37,0,0
55,1,0,1,0,1,0,77382.0,1121,26,1,102,1,36,0,0
46,0,1,2,0,1,0,37774.0,473,16,9,130,1,28,1,1
49,1,0,1,1,0,0,18393.0,50,8,8,106,0,2,0,0
61,1,0,1,0,0,1,72828.0,1678,28,7,119,0,17,0,0
41,1,0,0,0,1,0,24711.0,58,7,7,105,0,86,0,0
48,1,0,1,0,0,1,45503.0,170,9,5,112,0,54,0,0
41,0,1,0,0,0,1,6560.0,373,2,17,109,0,2,0,0
78,1,0,0,0,0,1,71604.0,1196,17,4,110,1,3,0,1
44,1,0,1,0,1,0,27244.0,101,8,7,102,0,84,0,0
54,1,0,2,0,1,0,48752.0,316,17,9,121,0,8,0,1
61,1,0,1,0,1,0,71434.0,1400,21,4,112,2,4,0,0
75,0,1,0,0,1,0,90842.0,1424,27,1,114,0,57,0,0
45,1,0,1,0,0,1,88097.0,844,20,9,125,3,24,0,1
48,1,0,1,0,1,0,51948.0,311,13,5,112,0,51,0,0
41,1,0,0,0,1,0,71853.0,1149,17,1,113,0,29,0,0
40,1,0,0,0,0,1,35876.0,129,8,6,105,0,13,0,0
71,0,1,1,0,1,0,40049.0,32,5,6,111,0,23,0,0
41,0,1,1,0,1,0,39660.0,299,14,9,125,0,36,0,1
61,1,0,1,0,1,0,50127.0,320,13,6,104,1,88,0,0
46,1,0,1,0,0,1,43263.0,441,16,5,122,0,2,0,0
74,1,0,2,0,0,1,62845.0,1178,28,8,132,1,3,0,1
33,1,0,0,0,1,0,18929.0,85,6,6,119,0,15,0,0
41,0,1,1,1,0,0,24367.0,24,4,9,118,0,58,0,0
48,0,1,1,0,1,0,33249.0,112,8,6,119,0,11,0,0
64,1,0,1,0,0,1,26887.0,30,5,6,111,0,27,0,0
40,1,0,0,0,0,1,50150.0,410,16,5,115,0,32,0,0
47,1,0,1,0,1,0,62061.0,800,24,6,113,1,12,0,0
61,0,1,0,0,0,1,85696.0,1313,20,1,118,0,88,0,1
67,1,0,0,0,0,1,76542.0,1483,23,2,118,0,91,0,0
30,0,1,0,0,1,0,70515.0,1258,17,2,111,0,12,0,1
36,1,0,1,0,1,0,18227.0,28,4,8,125,0,21,0,0
58,1,0,1,0,1,0,69139.0,227,11,4,108,0,23,0,0
41,1,0,0,0,1,0,69109.0,1555,20,4,124,1,10,0,1
61,0,1,1,0,1,0,69627.0,861,23,5,118,0,35,0,0
45,1,0,1,0,1,0,38136.0,103,8,8,117,1,69,0,0
77,0,1,0,0,0,1,62159.0,634,19,4,105,0,68,0,0
60,0,1,0,0,1,0,80695.0,1918,19,2,109,0,85,0,0
52,0,1,2,0,0,1,33316.0,131,10,6,117,0,34,0,0
55,1,0,2,0,1,0,58554.0,586,22,7,124,0,55,0,0
31,1,0,1,1,0,0,17256.0,62,7,8,110,1,10,0,0
49,0,1,2,0,1,0,53034.0,447,22,8,116,0,30,0,0
73,1,0,0,0,0,1,52203.0,939,27,6,126,0,36,0,0
46,0,1,1,0,0,1,59601.0,797,15,8,114,1,14,0,0
65,0,1,1,0,0,1,75154.0,1143,16,3,129,0,79,0,1
47,0,1,1,0,1,0,47025.0,415,17,6,114,0,52,0,0
50,1,0,1,0,1,0,37971.0,30,5,8,110,0,97,0,0
55,0,1,1,0,0,1,41335.0,187,12,7,109,0,24,0,0
65,1,0,1,0,1,0,67267.0,251,11,2,104,0,0,0,0
48,0,1,1,0,1,0,57338.0,237,12,5,105,0,96,0,0
63,1,0,2,0,0,1,50523.0,91,8,6,109,0,89,0,0
58,0,1,3,0,0,1,35791.0,35,6,8,115,0,94,0,0
63,0,1,1,0,0,1,50611.0,493,22,6,129,1,98,0,0
54,1,0,1,0,0,1,56242.0,971,28,6,118,0,72,0,0
63,0,1,1,0,1,0,48904.0,371,17,8,131,0,1,0,0
48,0,1,3,0,1,0,56243.0,396,20,5,109,0,26,0,0
38,1,0,1,0,1,0,21355.0,68,7,6,113,1,5,0,1
52,1,0,1,0,0,1,57420.0,322,15,7,115,1,22,0,0
68,0,1,1,0,0,1,46390.0,222,10,7,104,0,56,0,0
67,1,0,2,0,0,1,54342.0,177,12,6,118,0,74,0,0
50,1,0,1,0,1,0,20895.0,45,6,9,127,0,24,0,0
75,1,0,0,0,1,0,92344.0,1899,20,1,108,2,9,0,0
47,1,0,2,0,0,1,26907.0,22,6,7,113,0,10,0,0
43,1,0,2,0,1,0,44964.0,41,5,8,121,0,35,0,0
44,1,0,0,0,1,0,75507.0,1440,21,3,107,0,56,0,0
51,1,0,2,0,0,1,53761.0,325,17,5,110,0,7,0,0
50,1,0,1,0,1,0,22682.0,95,10,4,118,0,51,0,0
51,1,0,1,0,0,1,38887.0,42,5,7,107,0,17,0,0
48,0,1,2,0,0,1,41658.0,72,6,4,124,0,30,0,0
51,1,0,1,0,0,1,29791.0,20,7,5,104,0,21,0,0
67,1,0,2,0,0,1,63915.0,789,23,5,114,0,2,0,0
49,0,1,2,0,1,0,39996.0,15,4,6,104,0,85,0,0
51,0,1,1,0,1,0,26759.0,59,8,6,102,0,65,0,0
55,0,1,1,0,0,1,63841.0,908,22,6,117,0,64,0,0
54,1,0,2,0,0,1,51039.0,417,14,7,123,0,11,0,0
62,1,0,2,0,1,0,60544.0,289,15,6,125,0,92,0,0
51,1,0,1,0,1,0,65685.0,769,21,5,106,0,54,0,0
70,1,0,1,0,1,0,37716.0,188,10,7,105,0,4,0,0
66,0,1,1,0,1,0,36864.0,354,14,8,125,0,53,0,1
53,1,0,1,0,0,1,44511.0,727,26,8,121,0,39,0,0
56,1,0,2,0,0,1,36947.0,146,11,9,126,0,49,0,0
72,1,0,1,0,0,1,47352.0,319,16,7,110,0,70,0,0
70,1,0,1,0,0,1,67087.0,794,22,4,109,0,40,0,0
73,1,0,1,0,1,0,57045.0,454,18,3,125,0,40,0,0
70,0,1,2,0,0,1,36957.0,152,11,9,127,0,43,0,1
46,1,0,1,0,0,1,69389.0,797,22,4,124,0,17,0,0
51,1,0,1,0,1,0,80134.0,1690,16,6,116,3,40,0,1
54,1,0,2,0,0,1,43142.0,20,4,7,107,0,84,0,0
79,1,0,0,0,1,0,80589.0,1428,21,1,108,1,25,0,1
33,0,1,1,0,1,0,34412.0,209,11,9,119,0,62,0,0
44,0,1,1,0,1,0,57537.0,545,19,4,111,0,83,0,0
57,1,0,0,1,0,0,22634.0,96,6,8,120,0,47,0,0
75,1,0,0,0,1,0,51315.0,222,10,2,107,0,45,0,0
51,1,0,3,0,1,0,36026.0,61,7,6,106,0,34,0,0
50,1,0,2,0,1,0,24639.0,44,9,6,108,0,3,0,0
51,1,0,3,0,0,1,34578.0,8,4,6,98,0,1,0,0
51,0,1,0,0,0,1,65704.0,817,23,1,111,0,18,0,0
57,0,1,1,0,1,0,63810.0,1371,23,8,122,1,45,0,0
54,1,0,1,0,0,1,54132.0,42,5,7,107,0,81,0,0
64,1,0,0,0,1,0,18690.0,60,5,8,121,0,77,0,0
53,1,0,1,0,1,0,28164.0,78,9,7,117,0,23,0,0
49,1,0,1,0,0,1,34596.0,23,4,8,117,0,48,0,0
51,1,0,1,0,0,1,43269.0,19,4,8,112,0,61,0,0
65,0,1,2,0,0,1,38741.0,61,7,7,106,0,60,0,0
51,0,1,0,0,1,0,31907.0,449,14,7,117,0,75,0,0
40,1,0,1,0,0,1,27100.0,37,5,7,116,0,64,0,0
50,0,1,1,0,0,1,31163.0,38,5,6,107,0,54,0,0
38,1,0,0,0,1,0,92533.0,1131,23,2,109,2,84,0,0
50,0,1,2,0,1,0,34853.0,34,7,6,109,0,75,0,0
56,0,1,2,0,1,0,70844.0,294,17,7,111,0,16,0,0
44,1,0,2,0,0,1,31086.0,48,6,8,117,1,79,0,0
62,1,0,2,0,1,0,60544.0,289,15,6,125,0,92,0,0
37,1,0,0,0,0,1,20491.0,30,4,7,120,0,16,0,0
59,1,0,0,0,1,0,42523.0,125,7,2,105,0,96,0,0
40,1,0,1,0,1,0,39922.0,156,9,8,119,0,30,0,0
71,1,0,2,0,1,0,33402.0,70,9,8,114,0,60,0,0
74,1,0,2,0,0,1,36408.0,22,4,6,112,0,11,0,0
44,1,0,1,0,1,0,21645.0,65,9,9,130,0,75,0,1
75,0,1,0,0,0,1,78427.0,1930,23,3,123,1,36,0,1
77,1,0,0,0,1,0,82657.0,2283,23,4,112,2,71,0,0
65,1,0,0,0,1,0,51876.0,310,13,1,111,0,88,0,0
52,1,0,0,0,0,1,78041.0,1319,18,2,121,0,93,0,0
66,1,0,1,0,1,0,52852.0,879,26,8,132,1,93,0,0
41,1,0,0,0,0,1,70038.0,1244,17,2,111,0,54,0,0
50,1,0,1,0,0,1,69401.0,690,17,2,106,0,41,0,0
51,1,0,1,0,1,0,46053.0,209,12,5,119,0,46,0,0
58,1,0,0,0,1,0,77343.0,1134,17,1,100,0,28,0,0
70,0,1,0,0,1,0,73892.0,1507,23,1,110,0,40,0,1
56,0,1,1,0,0,1,40304.0,57,6,7,112,0,82,0,0
58,1,0,0,0,0,1,32727.0,529,17,8,125,0,38,0,0
54,1,0,0,0,1,0,68695.0,1091,16,2,103,0,3,0,0
52,0,1,1,0,1,0,43300.0,180,11,8,123,0,87,0,1
51,1,0,2,0,1,0,26290.0,77,10,6,109,0,49,0,0
53,0,1,0,0,1,0,93790.0,2349,25,2,97,3,16,0,1
49,1,0,0,0,0,1,38410.0,534,18,6,124,0,65,0,1
73,0,1,1,0,0,1,64866.0,556,21,5,108,1,9,0,0
64,1,0,1,0,1,0,57957.0,637,25,3,113,0,24,1,0
68,1,0,2,0,0,1,46015.0,46,5,7,105,2,25,0,0
45,1,0,1,0,1,0,16531.0,44,9,7,103,0,43,0,0
37,1,0,1,0,0,1,28072.0,47,5,7,113,0,10,0,0
60,0,1,1,0,0,1,49476.0,795,22,2,115,0,29,0,0
70,1,0,1,0,1,0,50725.0,586,21,8,119,0,45,0,0
71,1,0,0,0,1,0,83844.0,1574,20,1,109,1,57,0,0
73,1,0,2,0,0,1,41145.0,13,4,3,101,0,20,0,0
53,1,0,1,0,1,0,67419.0,1471,25,5,120,0,29,0,0
53,1,0,2,0,0,1,23162.0,65,8,6,109,0,82,0,0
46,1,0,1,0,1,0,34380.0,175,12,8,119,0,68,0,0
57,0,1,1,0,1,0,34704.0,40,5,5,117,0,65,0,0
54,1,0,2,0,0,1,94871.0,1078,18,7,132,2,99,0,1
65,1,0,1,0,1,0,65148.0,1115,21,4,122,0,9,0,0
69,1,0,1,0,1,0,39898.0,134,9,7,109,0,20,0,0
67,0,1,0,0,0,1,64857.0,1540,23,4,122,0,78,0,0
53,1,0,1,0,0,1,59892.0,87,7,3,119,0,26,0,0
36,0,1,0,0,0,1,41020.0,217,10,3,111,0,68,0,0
62,1,0,1,0,0,1,57072.0,1034,27,5,108,1,79,0,0
44,0,1,1,0,1,0,60474.0,1180,31,7,120,0,25,0,0
63,1,0,1,0,1,0,62807.0,819,23,5,125,0,83,0,0
42,1,0,1,0,0,1,19414.0,32,5,8,111,0,32,0,0
43,1,0,1,0,1,0,19107.0,46,6,7,113,0,49,0,0
47,1,0,1,0,0,1,75484.0,1159,18,4,131,0,50,0,0
47,0,1,1,0,0,1,70379.0,860,25,4,118,0,84,0,0
53,1,0,0,0,0,1,79419.0,1631,15,2,103,0,96,0,0
77,1,0,3,0,0,1,64014.0,444,22,7,99,1,56,0,0
68,1,0,1,0,1,0,76998.0,1910,29,6,110,1,85,0,0
51,1,0,1,0,0,1,49854.0,380,18,6,111,0,63,0,0
52,1,0,2,0,0,1,60585.0,736,30,5,115,0,17,0,1
73,0,1,2,0,0,1,42873.0,269,15,8,120,0,11,0,0
35,1,0,0,0,1,0,87679.0,2524,29,4,114,3,62,0,1
45,1,0,1,0,1,0,57867.0,612,25,6,120,0,48,0,0
33,1,0,1,0,1,0,35765.0,75,8,6,110,0,86,0,0
64,1,0,0,0,1,0,65492.0,1045,26,2,108,0,73,0,0
46,0,1,1,0,1,0,32952.0,55,6,7,120,0,36,0,0
54,1,0,1,0,0,1,53374.0,1064,21,9,125,1,34,0,1
64,1,0,1,0,1,0,71706.0,1443,25,5,122,0,16,0,0
35,1,0,0,0,1,0,68487.0,1366,30,4,120,0,48,0,0
48,1,0,2,0,0,1,53253.0,436,19,5,110,0,61,0,0
50,0,1,1,0,0,1,31163.0,38,5,6,107,0,54,0,0
46,1,0,1,0,1,0,42014.0,436,20,8,125,0,56,0,1
50,1,0,2,0,0,1,54108.0,747,32,8,128,0,74,0,0
68,0,1,0,0,0,1,49667.0,1396,22,8,125,1,35,0,1
49,1,0,0,0,0,1,63206.0,928,14,2,106,1,65,0,0
51,1,0,2,0,0,1,57136.0,642,26,6,112,0,48,0,0
48,1,0,1,0,0,1,46772.0,1048,30,8,126,1,88,0,0
52,1,0,0,0,0,1,78931.0,943,24,1,111,0,19,0,0
65,1,0,1,0,1,0,53977.0,907,27,5,113,0,21,0,0
35,1,0,0,0,1,0,84219.0,1198,18,1,107,0,27,0,0
48,0,1,2,0,0,1,46098.0,120,11,8,125,0,86,0,0
58,1,0,1,0,1,0,73538.0,1658,26,7,122,0,92,0,0
37,1,0,0,0,1,0,79529.0,1638,22,2,105,0,1,0,0
46,1,0,0,0,0,1,20981.0,73,7,8,117,0,14,0,1
43,0,1,1,0,1,0,51766.0,275,12,5,98,0,74,0,0
61,1,0,1,0,1,0,55759.0,854,26,8,122,0,84,0,0
45,1,0,1,0,1,0,33039.0,78,7,5,112,0,4,0,0
51,1,0,1,0,0,1,37787.0,106,7,8,112,0,50,0,0
53,0,1,1,0,1,0,27242.0,106,7,9,122,0,2,0,1
40,0,1,0,0,0,1,87188.0,1923,19,3,118,0,73,0,1
52,1,0,0,0,1,0,69930.0,1662,22,3,116,0,21,0,0
47,0,1,1,0,1,0,37697.0,84,7,6,102,0,82,0,0
50,1,0,1,0,0,1,37401.0,48,7,7,103,0,14,0,0
50,0,1,1,0,1,0,3502.0,5,0,14,117,0,56,0,0
47,1,0,2,0,1,0,58597.0,733,32,7,122,0,20,0,0
75,0,1,0,0,0,1,82032.0,1234,17,1,104,0,54,0,0
65,1,0,2,0,1,0,28087.0,112,9,7,122,0,77,0,0
36,0,1,0,0,0,1,74004.0,1658,15,3,107,2,5,0,1
63,1,0,1,0,1,0,19740.0,55,7,5,118,0,65,0,0
48,1,0,1,0,0,1,57036.0,1513,26,9,122,1,33,0,0
65,1,0,2,0,0,1,53083.0,271,17,7,116,1,65,0,0
48,1,0,1,0,0,1,69283.0,904,27,5,103,0,41,0,0
48,0,1,2,0,0,1,46098.0,120,11,8,125,0,86,0,1
35,1,0,1,0,0,1,23331.0,103,8,8,129,0,92,0,0
35,0,1,1,0,0,1,23331.0,269,17,9,128,0,97,0,0
34,0,1,1,0,1,0,9255.0,22,5,8,109,0,91,0,0
64,0,1,0,0,0,1,67786.0,1156,16,1,114,0,0,0,1
52,1,0,1,0,0,1,71969.0,1086,19,8,123,1,59,0,0
56,0,1,1,0,0,1,59235.0,1128,28,7,109,0,4,0,0
34,1,0,1,0,1,0,31928.0,72,9,7,106,0,5,0,0
62,1,0,2,0,0,1,74881.0,964,27,5,113,0,48,0,0
45,1,0,0,0,1,0,65819.0,1383,20,3,122,0,99,0,0
70,0,1,3,0,0,1,51411.0,18,4,5,116,0,81,0,0
59,0,1,1,0,1,0,51983.0,793,24,7,125,0,95,0,0
37,1,0,1,0,0,1,42386.0,100,7,8,120,0,43,0,0
36,1,0,0,0,0,1,30390.0,80,6,6,119,0,5,0,0
60,0,1,0,0,1,0,30983.0,167,8,8,124,0,50,0,1
66,0,1,1,0,1,0,66033.0,677,20,7,120,0,76,0,0
48,1,0,2,0,0,1,37284.0,23,4,6,118,0,46,0,0
72,0,1,1,0,0,1,57530.0,92,7,1,109,0,68,0,0
58,1,0,0,0,0,1,76800.0,641,16,1,101,0,33,0,0
67,1,0,1,0,1,0,63943.0,1106,17,5,131,0,50,0,0
61,1,0,0,0,1,0,76081.0,1033,14,2,104,1,85,0,0
49,1,0,1,0,1,0,67445.0,1174,32,6,121,0,63,0,0
56,1,0,2,0,0,1,37054.0,25,6,7,112,0,89,0,0
61,1,0,2,0,0,1,47175.0,240,17,8,123,1,81,0,1
47,0,1,1,0,1,0,31859.0,20,4,7,115,0,77,0,0
62,0,1,3,0,1,0,27215.0,102,11,6,120,0,50,0,0
47,0,1,1,0,0,1,70179.0,1034,26,5,114,0,10,0,0
40,1,0,1,0,1,0,39922.0,156,9,8,119,0,30,0,0
47,1,0,2,0,0,1,49681.0,458,21,7,117,0,66,0,0
35,1,0,1,0,1,0,24645.0,17,4,8,132,0,16,0,0
69,0,1,1,0,1,0,79865.0,792,21,1,103,0,12,0,0
38,1,0,1,0,1,0,44322.0,92,8,8,103,0,30,0,0
71,0,1,1,0,1,0,47958.0,407,16,5,120,0,8,0,0
59,0,1,1,0,0,1,63972.0,1269,23,4,131,1,93,0,0
69,1,0,1,0,1,0,75315.0,841,23,2,105,0,14,0,0
73,1,0,2,0,0,1,55517.0,633,23,9,124,0,53,0,1
66,1,0,3,0,0,1,75283.0,1019,25,4,118,0,26,0,0
77,0,1,0,0,0,1,82800.0,1315,26,3,122,2,23,0,1
69,1,0,2,0,1,0,38998.0,54,8,8,130,0,92,1,0
32,0,1,0,0,0,1,90638.0,2525,18,1,107,1,29,0,1
37,1,0,1,0,0,1,27161.0,52,5,7,111,0,41,0,0
46,1,0,1,0,1,0,42014.0,436,20,8,125,0,56,0,1
63,1,0,1,0,0,1,38201.0,268,15,8,118,0,19,0,0
41,1,0,2,0,1,0,45203.0,147,8,6,106,0,4,0,1
76,1,0,0,0,0,1,81574.0,1798,18,1,105,2,89,0,0
31,1,0,0,0,1,0,34935.0,137,8,7,115,0,71,0,0
47,0,1,1,0,0,1,60482.0,507,17,7,120,0,81,0,0
67,1,0,3,0,1,0,34633.0,15,4,6,108,0,31,0,0
76,1,0,0,0,0,1,78093.0,1105,17,1,110,0,53,0,0
73,0,1,0,0,1,0,82460.0,974,15,1,119,0,78,0,0
57,1,0,1,0,0,1,45903.0,66,8,4,105,0,80,0,0
36,0,1,0,0,1,0,81361.0,778,27,1,107,0,18,0,1
50,0,1,2,0,0,1,35860.0,49,6,5,104,1,37,0,1
71,1,0,2,0,0,1,40442.0,169,12,7,125,0,52,0,1
58,1,0,0,0,1,0,61482.0,299,12,2,103,0,39,0,0
43,1,0,1,0,1,0,34968.0,221,17,7,111,0,11,0,0
36,1,0,0,0,1,0,75794.0,1682,25,3,109,1,33,0,0
61,1,0,1,0,0,1,31497.0,155,10,8,127,0,22,0,0
68,1,0,0,0,1,0,74268.0,892,13,2,119,0,83,0,0
35,1,0,1,1,0,0,13724.0,58,5,9,125,1,43,0,0
58,1,0,1,0,0,1,45143.0,311,15,7,113,0,74,0,0
56,0,1,1,0,0,1,52569.0,95,7,3,104,0,54,0,0
50,0,1,1,0,0,1,48432.0,424,19,8,123,0,3,0,1
63,1,0,2,0,0,1,17144.0,47,12,7,107,0,96,0,0
39,0,1,1,0,1,0,36108.0,339,15,9,111,1,68,0,0
52,1,0,1,0,1,0,76445.0,1410,21,6,124,0,2,0,0
